averagePace,averageHeartRate,percentZone4,averageCadence,verticalOscillation,runnerStage,targetClass
344.89644569853255,150.9724959675824,0.09403301591592744,167.4184613653505,10.833484037348992,1,Steady Run
321.1167647621753,152.99078030581927,0.14017229240574133,166.24077516457345,11.509303664769162,2,Progression Run
294.12222916486184,146.45978695266092,0.198998741659402,148.4936944771339,10.681100253668193,1,Progression Run
458.6396924778949,176.81904246406805,0.4165678128822877,169.30926622462283,9.060881732167507,2,Threshold Run
390.5512103578864,173.14065964441576,0.5985460515517069,165.69059479302598,9.488891846854393,2,Threshold Run
410.21723957058595,125.47703173852587,0.0027722310013445443,177.00845800959905,11.945283379730895,0,Easy Run
358.9842750704835,157.24948564873395,0.1162369906016104,151.34609069860045,7.435824426458742,1,Steady Run
223.5384422493998,177.08255657723532,0.6346534263043384,160.54981631174195,7.413419970837577,1,Intervals
420.6964437876013,144.49868425299874,0.005863435928303896,142.5556465271337,10.944924496686076,2,Recovery Run
385.5907103825073,120.99178822701673,0.005264955702532815,175.79952754335324,9.38407579740496,1,Recovery Run
351.9589861534565,161.91089435508513,0.1813782164171982,140.97747600550773,11.090198984420297,1,Steady Run
507.10016589426755,181.26491277407013,0.447575177368524,161.24617799975297,10.873709481148737,0,Tempo Run
260.3384006082349,165.68341783908463,0.5300255732519392,171.7288761010391,8.40552324233188,2,Intervals
420.13061968313997,123.01409277524075,0.031547758564229804,163.53553264342239,7.737756720656792,2,Recovery Run
418.8222330956976,184.83641771998137,0.6573742993889599,168.58642979914634,8.196714238957455,0,Threshold Run
285.97911908820936,171.3150491447285,0.3836238316152518,176.2770324062136,10.409763297125608,2,Intervals
406.8447237864145,118.56762390954513,0.018757344294216795,149.6211340775275,11.395008400020842,2,Easy Run
394.2820477523647,144.67213164099323,0.040742715413729175,146.28840746716966,8.650826797121026,1,Recovery Run
332.8888144388551,150.8843426414367,0.12650228808039532,177.5016610391026,11.104299041740077,2,Progression Run
270.9523897526195,164.05104410225977,0.07782842932713643,166.01620044536716,7.733730972593978,2,Progression Run
287.2611783804893,159.2741487982432,0.15104015266281873,160.94874068902638,10.537075899083492,0,Steady Run
283.6742538204679,148.68657095731254,0.07950646553050458,163.08325565319774,10.51920924457901,0,Progression Run
471.849977597248,170.0091826446202,0.3911861359401556,174.08588284956954,11.435520513166466,0,Tempo Run
466.65379441913353,170.11570711867085,0.8276489506561742,142.50049164288905,8.192694826335172,1,Threshold Run
309.15851099580686,163.90095670313696,0.12780408386722575,145.79543713222938,8.149924546813478,1,Progression Run
264.7410711745818,172.44577900812553,0.758293841954756,160.86192948331305,9.130265873074045,0,Intervals
292.5737247816729,160.45491891352964,0.6336572142171686,163.06494129256703,8.306015103221615,2,Intervals
433.99232127644495,121.14154579706361,0.004254451542418924,141.7995244800471,10.194806982532384,2,Easy Run
288.0022580673703,151.07823677249786,0.06677815717829624,163.37696219103464,10.827766836394723,1,Progression Run
427.3719215398686,168.57121952351875,0.46699013018774926,154.57452600194446,11.476797829768302,2,Tempo Run
451.0102023426919,135.8609336541352,0.045191271300875434,168.81519141433097,9.004348768466489,2,Easy Run
311.0062301164464,145.118844733132,0.1502776783560192,169.3337333015354,11.95334568223562,0,Progression Run
390.74151373569805,167.7249823359605,0.507774015648716,152.06729288266294,9.441001482562088,0,Threshold Run
294.45237442230075,156.0627992687106,0.13217022776658194,143.79607981789843,11.15057141062843,1,Progression Run
262.1172760147119,175.77622513126266,0.7350116170641265,145.38563744501965,10.247349436226814,1,Intervals
392.85279038111696,122.96471757172554,0.002032825704306418,162.90563662590716,11.162759015049412,0,Easy Run
445.5580540316776,125.85388461725809,0.015909620503895938,145.61494286022855,10.955913443756216,0,Easy Run
308.53955451593345,163.77565333912028,0.09914308321768361,150.6095547056178,9.87910201631194,1,Progression Run
473.64657541225625,120.57943527798339,0.017346264327803947,165.30081453540274,11.49032437207265,0,Easy Run
328.9076501509857,161.86428046732203,0.14492352046163623,151.4291306862883,10.945985412033863,1,Steady Run
269.4276751215787,161.32253275518175,0.4704979460940516,157.04757905173352,10.314737896982418,1,Intervals
381.32337767091656,133.1810871620397,0.022630176074172337,161.65166590611219,8.970871505060758,0,Easy Run
292.9121489401332,147.8865325124808,0.07908420159130629,155.19043615652558,7.280784272889353,1,Steady Run
308.4893334033019,158.09780468970476,0.08907704894039481,142.7002101189888,9.7350093993836,1,Steady Run
326.77019827286887,149.77764056432326,0.06519377143156432,149.62368294891394,7.426033685570984,1,Progression Run
335.75588451514346,157.66576113581894,0.16611947297704754,175.17497425592012,11.91853561197294,1,Steady Run
346.42853672268814,159.46304021907258,0.10618818607654433,142.04752405639593,9.409140102648635,0,Progression Run
433.3495038695259,183.02586432982545,0.5112056824259619,151.87218825407967,7.358852349174459,0,Threshold Run
343.8510271361114,128.50526541840486,0.0383950913880746,176.71169606387417,7.814544489279043,2,Easy Run
315.5111085014899,153.43349393981555,0.0774193128642283,144.15717587200257,10.485217709959851,2,Progression Run
347.9388880986624,126.70238599922332,0.018174803828650794,151.09660470245979,9.104786850645372,2,Recovery Run
328.4380071760959,150.9762874392964,0.1620376784613572,171.61108930111908,9.260015492341449,1,Steady Run
344.2987854567691,129.75356417498705,0.04885195763516921,145.45447712886403,11.080331470073897,1,Recovery Run
403.5839082838362,125.0663880198984,0.01822182805511496,157.02818228439816,10.969444035504756,0,Recovery Run
338.393414431733,125.0844170280095,0.02223423742091349,157.97906173362102,9.259149701487217,2,Easy Run
344.0228608267286,156.0892982895167,0.1861838141254446,167.9092348504469,7.842232570815255,1,Progression Run
284.754465167028,186.8472849875308,0.8409287061111592,173.03338306464232,7.684632439889507,1,Intervals
362.82853498532427,131.69332178696945,0.002431787502862881,152.58249816005153,9.815808650408401,1,Recovery Run
288.66064209161357,160.9289578264367,0.14717125502404582,153.82732112543425,10.186221523271563,1,Steady Run
257.9784990880344,163.9538511377448,0.8934803087921441,167.99346217863217,9.297160886257211,2,Intervals
299.33854250908,160.82182626068408,0.0619746703579441,153.07493418203796,9.001596724452874,2,Steady Run
382.1105078432986,125.79697096401647,0.014774499004489738,163.40293931494344,9.859759845830123,2,Easy Run
324.98554760038354,157.51622181397815,0.12222324559601765,154.48798960751412,9.469766609863791,1,Progression Run
284.9585288348135,150.82463868055925,0.0531371747762203,155.97633097790538,10.506846766101429,2,Steady Run
274.02915605441683,151.83971267521912,0.13968198585399536,146.36150852788464,10.897940395288373,0,Progression Run
474.5507097789141,144.58793960870796,0.0286897229295216,165.2525044576139,7.410257924652116,1,Easy Run
331.8508129372301,144.22865097865107,0.0485697433053984,175.70037461477804,11.23492926177606,0,Recovery Run
330.88378012822716,124.68783261211368,0.007836821414288209,179.01996700035946,11.56618668980828,0,Easy Run
298.13254502853226,188.13778107185442,0.3371440171026795,166.46658699505326,7.444499259904128,0,Intervals
343.8033218888546,154.2516787464909,0.06123557374115685,172.70804818475756,10.903212717355277,1,Steady Run
422.81354044063517,136.2835321883754,0.02742775824307757,170.40468738642983,7.539979362937346,2,Recovery Run
530.5583178969921,168.85980636737597,0.3561210031300519,179.54564085267705,9.858393544567774,2,Threshold Run
253.57202555705464,184.4147181373337,0.4887947708490451,147.4274403439448,10.39394978706616,0,Intervals
300.80438851661273,159.4443182889828,0.12816962324758588,140.18469945835463,11.029432347189552,1,Progression Run
479.0995159001481,118.36672284950434,0.039484441676626965,175.51258163063824,11.823527566206504,1,Easy Run
244.28279014039373,173.82404068527148,0.8165522352135224,176.7170894629505,11.480236392264025,1,Intervals
361.54081339543643,129.3869001721109,0.014049573020360657,156.46292470274568,7.695331862706182,0,Easy Run
295.14607332017744,151.02644930652212,0.13750769130031354,178.46789552817114,9.987719910311377,1,Progression Run
223.71157275437176,166.38822910338237,0.3447979174959102,158.0152736620886,10.397489873823377,0,Intervals
333.7090587565552,155.65380861351204,0.09517864616689814,168.44764602289152,7.921625956061559,1,Steady Run
331.60094608340376,150.34019107424845,0.1072620021299708,159.09954471167674,7.941854732287089,1,Steady Run
458.8691769346915,127.93351024613115,0.021091718807676674,161.31793544623577,10.487239670567254,2,Easy Run
270.06012819699964,164.62472247555624,0.07385443478637524,146.44754449518908,11.530509601925132,1,Steady Run
404.92800852207114,142.93958378100328,0.0018808813357387823,174.50854681591406,9.868637325647306,1,Easy Run
217.94311431174648,175.37727180915124,0.6121666738910043,169.72369670347982,10.448155634743369,0,Intervals
222.30795783909272,178.65170084691675,0.36334156247997734,177.8809056867412,8.423273118676132,0,Intervals
296.29619422569135,156.01665966595274,0.1989759826789358,169.6968678909682,8.221628197825314,2,Steady Run
395.01874858573507,120.32347179176098,0.03479842408771268,168.59352491301797,8.818923733920016,0,Recovery Run
242.38169891193715,168.7118685987453,0.37485035074094963,154.1143660927575,11.289222604697407,0,Intervals
392.7626692825174,169.1977910897613,0.5385650932738351,168.14476921225804,8.678166618428973,1,Tempo Run
464.81261583103174,177.80767937433538,0.5283698955625558,173.54046882154438,8.849243075348838,2,Tempo Run
348.40769245774254,119.27412147725303,0.04042677239826126,162.7671409928309,10.593268750165365,0,Easy Run
474.35811162702424,142.18476093433648,0.02833949056694067,179.35276633347488,10.114596235102399,1,Easy Run
474.23599818026014,123.86557202700266,0.035778006410264546,141.01180611928348,11.214779908716729,1,Easy Run
467.3607657462462,169.29422159104962,0.4342431705912194,160.48646204536655,8.529351111733076,1,Tempo Run
341.48140011774706,159.54060495157785,0.18163735030925066,178.0548644933582,9.259262082619337,0,Progression Run
298.0990790308724,155.6381292617429,0.0703278687000016,174.57896606551498,11.717464963711901,0,Steady Run
437.8781861140718,125.09019904649259,0.005314970252244883,148.17014152209026,7.38330160231807,0,Easy Run
463.29949329871863,110.36570528610318,0.03637063560760748,164.44718944805732,10.490111683197838,2,Easy Run
377.4546611343192,136.23499231395948,0.03636221653246259,163.071491612054,8.58709459265092,0,Recovery Run
470.04940242496184,177.78020849137198,0.4562018018579673,144.45470687840725,8.877030674642066,0,Tempo Run
338.63363534464105,139.30032461373077,0.012025766921214154,161.98937953633765,8.47271432626992,0,Easy Run
467.5439942555271,177.33762116034347,0.47711865917527263,141.55969038777235,7.653339899303903,2,Threshold Run
426.78967655178405,169.9754589111824,0.8270704490085549,173.26450943926744,10.294398879383067,1,Tempo Run
423.89518109518923,115.90451077665591,0.03138906638697871,161.04613822736718,11.768486894404834,1,Easy Run
349.9423897942955,146.403570000255,0.18823433861480127,172.08104359500743,9.778944296881116,2,Progression Run
318.6902760683316,160.1062295784045,0.13301056088504215,169.84607842511332,11.165240993917134,2,Progression Run
398.19822108072424,115.26415947169689,0.04821839161403682,156.53332653644162,9.175993304942631,0,Recovery Run
466.0976974488868,139.46378301772495,0.03459512667377103,153.392285101631,11.797269527451164,1,Recovery Run
354.1831572792875,115.44383367137577,0.007937875770741105,165.84897810313672,9.487453322410621,2,Recovery Run
448.79039024632743,117.9822840296235,0.032217842529440134,175.3485478614731,9.923174175313513,2,Recovery Run
389.99627009410943,139.06558242568602,0.02839419837203612,163.87468276722808,7.8163937678158515,1,Recovery Run
406.65361646809424,131.21161787965121,0.006711155692452409,141.61334231290263,10.628640131744906,2,Easy Run
427.2102619623915,112.14815069468007,0.005140090655682478,160.37790545518675,9.660910497382652,1,Easy Run
425.7606633046885,120.301902848935,0.013205725420367083,141.0425007585685,7.602161158954728,0,Recovery Run
357.50825476860786,114.73279355306423,0.01760754079776718,163.406029807018,8.024262664806036,2,Easy Run
505.24568567075414,176.0700661009648,0.7441617785048269,171.61812925772503,7.001112387516418,1,Threshold Run
353.5243652331553,111.08023975444138,0.004723979007002038,148.52208258688793,11.770308787855353,0,Recovery Run
328.16936498417306,153.34195032559367,0.1437261001218306,150.58445008447646,8.607694804969542,0,Steady Run
357.1258555881609,148.1076320615572,0.10378624392887699,140.1781114787177,10.250805622801362,2,Steady Run
337.2710318433983,150.25165016778283,0.1045688558454192,178.55090673347854,8.339610204066982,1,Progression Run
352.78972740212475,161.01349262320574,0.12981971708137027,173.96460116429802,9.55477052175134,1,Steady Run
293.01690548697684,175.55828909592782,0.7107865080381133,161.49735292833435,7.117002782111326,2,Intervals
497.99781124014487,165.29696601216182,0.7466799911298969,158.55260717996288,7.3682411399005785,1,Tempo Run
292.19555525095245,169.7830614015021,0.41033496495593497,174.33669276508417,8.61441123372542,2,Intervals
375.0406438663897,115.6814305693777,0.004463210430271258,143.8972679484779,8.064164662091704,0,Easy Run
534.1524206829536,183.4069547506592,0.4127155480845743,167.25502082552654,10.469871285605794,2,Threshold Run
296.59443359202373,172.7838051603693,0.7470185232575631,150.5307906719063,11.688914571390772,0,Intervals
283.655989942055,149.84525487152882,0.1656717795144108,175.03428557934564,7.202267759131602,0,Steady Run
517.6043429104374,167.16427333380523,0.26309427492220727,178.61870786361482,11.543488164876214,2,Tempo Run
289.65337847351947,164.69033893857704,0.1952055313405191,155.64645193485418,8.841032123688981,0,Progression Run
349.80106500520526,146.75669200939748,0.109958653008829,169.73779852292054,11.691395748699335,2,Steady Run
313.6805700553803,163.29270215031812,0.18542218988885334,144.6077659625618,7.237145882391213,2,Steady Run
230.90346535152287,175.03096744645143,0.8526626798392023,144.62772799203807,7.668941732997015,1,Intervals
356.82750436865683,149.94651223684644,0.12140163917643143,149.28469221119283,8.280137108398275,1,Progression Run
450.47639010949024,123.12422324984442,0.02760372385726167,164.07028151045768,8.651067761872008,1,Recovery Run
374.1223010062226,143.1606037021569,0.032317750677148316,159.7608055293952,9.330787154797553,2,Easy Run
294.36862995270286,164.9154846310937,0.10455684848416182,166.37445779985845,11.768474554961053,0,Steady Run
304.0449143506696,161.28458187496193,0.17020071129998934,170.3732530344697,7.949557610506163,0,Progression Run
419.9399356533428,116.10653340438617,0.03503427379976997,149.3137407845596,8.864106619334793,1,Recovery Run
446.91911353647737,128.85168120884117,0.026201240453679282,165.4204110378579,7.581439502322179,0,Recovery Run
402.3025023584406,136.13301065292382,0.01745277158714468,161.33754329752753,11.979723825950302,0,Recovery Run
525.3636343412713,179.82196843233666,0.4342490986749985,149.50508253519936,8.412385960128477,0,Threshold Run
297.06901254305757,157.63100628556083,0.09881565219675464,141.6376675921123,9.046731894188612,1,Progression Run
427.27100700792573,114.40212790875964,0.012968365147357552,179.59065645463892,7.9513309513875425,0,Recovery Run
435.0227098644469,122.82197256220809,0.03706181872341849,168.21211107447633,8.463659092602208,0,Recovery Run
