averagePace,averageHeartRate,percentZone4,averageCadence,verticalOscillation,runnerStage,targetClass
392.6383874456559,132.98592133982712,0.1544428270363833,156.54176929565983,11.262019744124265,2,Easy Run
362.24423191786735,175.7775831208807,0.8989786165984287,147.7158522231014,10.72111941580188,2,Progression Run
348.1563234310466,158.30989439475354,0.2800124703828627,143.7052855645442,8.984267380811488,2,Steady Run
200.0,180.6766562045567,0.7771295972473009,156.97546577224736,10.801875727286125,2,Intervals
432.5567100563153,142.97995855208893,0.19648446999823713,155.76021972404345,9.721829263492285,0,Easy Run
319.0175805624669,143.60161439273924,0.2642631309041202,138.45338788252718,8.771404076960891,0,Easy Run
313.30507803623635,165.0320930938085,0.6343272680877471,157.17408464303406,10.090185192424963,1,Progression Run
409.43717879957336,104.74685624967957,0.027263483636496597,159.4249307027045,10.00396106439317,0,Recovery Run
284.4943311282757,179.85795810702854,0.679848253466253,150.04075159128797,11.181053548512018,1,Tempo Run
331.4613008507037,150.19536010535953,0.5967065649842132,149.11008213856599,9.66894806178423,1,Progression Run
449.4642336954273,136.90004287862737,0.3060916132802527,152.883953254018,8.942480252508695,1,Easy Run
410.97113859005043,149.3390248300002,0.7336118393716513,154.56929238370037,8.922229630375815,1,Steady Run
339.24315700541865,148.6552873254953,0.5762886450986572,153.0374354697911,11.359391184509098,0,Steady Run
248.57366843459153,186.51949234699828,0.7871592791523498,147.20160370454371,10.030547315074589,0,Intervals
415.52327876712985,125.65385380722884,0.015426563298958449,149.63209578337376,10.983548856067015,2,Recovery Run
340.10525629234144,174.0500426707728,0.8610430576188076,150.28181709825702,9.458896939063095,0,Progression Run
266.3078150783188,174.4471749996179,0.8878208380896757,159.48800701374898,11.400940037639266,0,Intervals
379.92272252949,156.19979821761208,0.5312253916215021,146.63283486605167,9.162342425531078,1,Steady Run
383.39345978610544,151.61108132987653,0.6110926396294599,144.82104644291167,10.571359616290088,0,Steady Run
251.0843346977909,178.84651452708025,0.9457154759109843,149.68953194954304,10.91510796995226,1,Intervals
347.60732167067505,141.04567070609272,0.24673634499575645,148.79821864412787,10.205269627026173,0,Steady Run
316.3979170112856,173.45428583770914,0.7912314978090446,149.86825169064687,9.989622120532086,1,Progression Run
420.70739649641905,135.0047018332866,0.009034553032145348,144.30743782555695,10.599054260166211,0,Recovery Run
448.50242453758057,112.73964458010194,0.12217304509323625,161.80540449167884,9.444352802900916,1,Recovery Run
448.5753185153429,125.88856549807466,0.16287182471561812,155.7381166808981,10.125181001658046,1,Recovery Run
